,email,digits,age,has_digit,has_underscore,has_period,username_length,domain_aol.com,domain_gmail.com,domain_hotmail.com,domain_icloud.com,domain_mail.com,domain_others,domain_outlook.com,domain_protonmail.com,domain_tutanota.com,domain_yahoo.com,first_name
1044,david.king1810@gmail.com,1810,3,1,0,1,14,0,1,0,0,0,0,0,0,0,0,david
1045,Vidal_Wintheiser@gmail.com,0,3,0,1,0,16,0,1,0,0,0,0,0,0,0,0,Vidal
1046,Korey39@icloud.com,39,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,Korey39
1047,Sierra43@outlook.com,43,3,1,0,0,8,0,0,0,0,0,0,1,0,0,0,Sierra43
1048,charles.mitchell@icloud.com,0,0,0,0,1,16,0,0,0,1,0,0,0,0,0,0,charles
1049,amanda.williams56@icloud.com,56,2,1,0,1,17,0,0,0,1,0,0,0,0,0,0,amanda
1050,margaret@anderson@hotmail.com,0,3,0,0,0,8,0,0,1,0,0,0,0,0,0,0,margaret
1051,Guadalupe_Schiller-Renner79@gmail.com,79,1,1,1,0,27,0,1,0,0,0,0,0,0,0,0,Guadalupe
1052,ava_6657@aol.com,6657,2,1,1,0,8,1,0,0,0,0,0,0,0,0,0,ava
1053,Daphney91@gmail.com,91,1,1,0,0,9,0,1,0,0,0,0,0,0,0,0,Daphney91
1054,Ross5@gmail.com,5,3,1,0,0,5,0,1,0,0,0,0,0,0,0,0,Ross5
1055,henry.jackson@yahoo.com,0,3,0,0,1,13,0,0,0,0,0,0,0,0,0,1,henry
1056,Earl72@aol.com,72,2,1,0,0,6,1,0,0,0,0,0,0,0,0,0,Earl72
1057,tyler1995_hayes@gmail.com,1995,0,1,1,0,15,0,1,0,0,0,0,0,0,0,0,tyler1995
1058,Darrion.Corkery@gmail.com,0,3,0,0,1,15,0,1,0,0,0,0,0,0,0,0,Darrion
1059,Lyla.Frami20@yahoo.com,20,3,1,0,1,12,0,0,0,0,0,0,0,0,0,1,Lyla
1060,Greg_Friesen@yahoo.com,0,3,0,1,0,12,0,0,0,0,0,0,0,0,0,1,Greg
1061,simon.peters@hotmail.com,0,3,0,0,1,12,0,0,1,0,0,0,0,0,0,0,simon
1062,joshua_bell2000@gmail.com,2000,0,1,1,0,15,0,1,0,0,0,0,0,0,0,0,joshua
1063,Ruthe.Toy@tutanota.com,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,Ruthe
1064,martha.wright@yahoo.com,0,3,0,0,1,13,0,0,0,0,0,0,0,0,0,1,martha
1065,daniel.cook1817@gmail.com,1817,3,1,0,1,15,0,1,0,0,0,0,0,0,0,0,daniel
1066,Giovani_Bechtelar@gmail.com,0,3,0,1,0,17,0,1,0,0,0,0,0,0,0,0,Giovani
1067,madeline25_spark@aol.com,25,2,1,1,0,16,1,0,0,0,0,0,0,0,0,0,madeline25
1068,grace.hughes@hotmail.com,0,3,0,0,1,12,0,0,1,0,0,0,0,0,0,0,grace
1069,grace92_anderson@protonmail.com,92,1,1,1,0,16,0,0,0,0,0,0,0,1,0,0,grace92
1070,Marshall_Upton32@mail.com,32,1,1,1,0,16,0,0,0,0,1,0,0,0,0,0,Marshall
1071,caleb1996_phillips@icloud.com,1996,0,1,1,0,18,0,0,0,1,0,0,0,0,0,0,caleb1996
1072,Floyd_Lueilwitz@tutanota.com,0,0,0,1,0,15,0,0,0,0,0,0,0,0,1,0,Floyd
