,email,label,age,stripped,features,padded
321,Florida14@gmail.com,1.0,10.0,florida14,"[19, 25, 28, 31, 22, 17, 14, 2, 5]","[19, 25, 28, 31, 22, 17, 14, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
322,Wiley75@aol.com,2.0,49.0,wiley75,"[36, 22, 25, 18, 38, 8, 6]","[36, 22, 25, 18, 38, 8, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
323,Saige.Conroy-Raynor62@gmail.com,3.0,62.0,saige.conroy-raynor62,"[32, 14, 22, 20, 18, 11, 16, 28, 27, 31, 28, 38, 13, 31, 14, 38, 27, 28, 31, 7, 3]","[32, 14, 22, 20, 18, 11, 16, 28, 27, 31, 28, 38, 13, 31, 14, 38, 27, 28, 31, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
324,Winona89@outlook.com,2.0,35.0,winona89,"[36, 22, 27, 28, 27, 14, 9, 10]","[36, 22, 27, 28, 27, 14, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
325,olivia.brown2001@yahoo.com,1.0,23.0,olivia.brown2001,"[28, 25, 22, 35, 22, 14, 11, 15, 31, 28, 36, 27, 3, 1, 1, 2]","[28, 25, 22, 35, 22, 14, 11, 15, 31, 28, 36, 27, 3, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
326,Cecilia_Gottlieb@yahoo.com,0.0,-100.0,cecilia_gottlieb,"[16, 18, 16, 22, 25, 22, 14, 12, 20, 28, 33, 33, 25, 22, 18, 15]","[16, 18, 16, 22, 25, 22, 14, 12, 20, 28, 33, 33, 25, 22, 18, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
327,eliza.howard@gmail.com,0.0,-100.0,eliza.howard,"[18, 25, 22, 39, 14, 11, 21, 28, 36, 14, 31, 17]","[18, 25, 22, 39, 14, 11, 21, 28, 36, 14, 31, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
328,Quincy_Mayert@aol.com,0.0,-100.0,quincy_mayert,"[30, 34, 22, 27, 16, 38, 12, 26, 14, 38, 18, 31, 33]","[30, 34, 22, 27, 16, 38, 12, 26, 14, 38, 18, 31, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
329,victoria.carter84@yahoo.com,2.0,40.0,victoria.carter84,"[35, 22, 16, 33, 28, 31, 22, 14, 11, 16, 14, 31, 33, 18, 31, 9, 5]","[35, 22, 16, 33, 28, 31, 22, 14, 11, 16, 14, 31, 33, 18, 31, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
330,Santina_Stark68@protonmail.com,3.0,56.0,santina_stark68,"[32, 14, 27, 33, 22, 27, 14, 12, 32, 33, 14, 31, 24, 7, 9]","[32, 14, 27, 33, 22, 27, 14, 12, 32, 33, 14, 31, 24, 7, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
331,sophia_scott1999@gmail.com,1.0,25.0,sophia_scott1999,"[32, 28, 29, 21, 22, 14, 12, 32, 16, 28, 33, 33, 2, 10, 10, 10]","[32, 28, 29, 21, 22, 14, 12, 32, 16, 28, 33, 33, 2, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
332,nancy.bryant1797@gmail.com,0.0,-100.0,nancy.bryant1797,"[27, 14, 27, 16, 38, 11, 15, 31, 38, 14, 27, 33, 2, 8, 10, 8]","[27, 14, 27, 16, 38, 11, 15, 31, 38, 14, 27, 33, 2, 8, 10, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
333,william.johnson@outlook.com,0.0,-100.0,william.johnson,"[36, 22, 25, 25, 22, 14, 26, 11, 23, 28, 21, 27, 32, 28, 27]","[36, 22, 25, 25, 22, 14, 26, 11, 23, 28, 21, 27, 32, 28, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
334,Freddie_Marvin@gmail.com,0.0,-100.0,freddie_marvin,"[19, 31, 18, 17, 17, 22, 18, 12, 26, 14, 31, 35, 22, 27]","[19, 31, 18, 17, 17, 22, 18, 12, 26, 14, 31, 35, 22, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
335,Douglas74@gmail.com,3.0,50.0,douglas74,"[17, 28, 34, 20, 25, 14, 32, 8, 5]","[17, 28, 34, 20, 25, 14, 32, 8, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
336,Julio_Jaskolski@tutanota.com,0.0,-100.0,julio_jaskolski,"[23, 34, 25, 22, 28, 12, 23, 14, 32, 24, 28, 25, 32, 24, 22]","[23, 34, 25, 22, 28, 12, 23, 14, 32, 24, 28, 25, 32, 24, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
337,emma.clark76@icloud.com,2.0,48.0,emma.clark76,"[18, 26, 26, 14, 11, 16, 25, 14, 31, 24, 8, 7]","[18, 26, 26, 14, 11, 16, 25, 14, 31, 24, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
338,Eva35@protonmail.com,3.0,89.0,eva35,"[18, 35, 14, 4, 6]","[18, 35, 14, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
339,amanda.king99@hotmail.com,2.0,25.0,amanda.king99,"[14, 26, 14, 27, 17, 14, 11, 24, 22, 27, 20, 10, 10]","[14, 26, 14, 27, 17, 14, 11, 24, 22, 27, 20, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
340,Meredith_Stracke7@aol.com,0.0,-100.0,meredith_stracke7,"[26, 18, 31, 18, 17, 22, 33, 21, 12, 32, 33, 31, 14, 16, 24, 18, 8]","[26, 18, 31, 18, 17, 22, 33, 21, 12, 32, 33, 31, 14, 16, 24, 18, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
341,george.taylor1811@gmail.com,0.0,-100.0,george.taylor1811,"[20, 18, 28, 31, 20, 18, 11, 33, 14, 38, 25, 28, 31, 2, 9, 2, 2]","[20, 18, 28, 31, 20, 18, 11, 33, 14, 38, 25, 28, 31, 2, 9, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
342,Anais_Hoppe15@mail.com,1.0,9.0,anais_hoppe15,"[14, 27, 14, 22, 32, 12, 21, 28, 29, 29, 18, 2, 6]","[14, 27, 14, 22, 32, 12, 21, 28, 29, 29, 18, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
343,Hertha_VonRueden@aol.com,0.0,-100.0,hertha_vonrueden,"[21, 18, 31, 33, 21, 14, 12, 35, 28, 27, 31, 34, 18, 17, 18, 27]","[21, 18, 31, 33, 21, 14, 12, 35, 28, 27, 31, 34, 18, 17, 18, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
344,carter1988_james@hotmail.com,2.0,36.0,carter1988_james,"[16, 14, 31, 33, 18, 31, 2, 10, 9, 9, 12, 23, 14, 26, 18, 32]","[16, 14, 31, 33, 18, 31, 2, 10, 9, 9, 12, 23, 14, 26, 18, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
345,sarah.green89@icloud.com,2.0,35.0,sarah.green89,"[32, 14, 31, 14, 21, 11, 20, 31, 18, 18, 27, 9, 10]","[32, 14, 31, 14, 21, 11, 20, 31, 18, 18, 27, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
346,Oran_Zemlak39@gmail.com,3.0,85.0,oran_zemlak39,"[28, 31, 14, 27, 12, 39, 18, 26, 25, 14, 24, 4, 10]","[28, 31, 14, 27, 12, 39, 18, 26, 25, 14, 24, 4, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
347,logan_brooks87612@gmail.com,0.0,-100.0,logan_brooks87612,"[25, 28, 20, 14, 27, 12, 15, 31, 28, 28, 24, 32, 9, 8, 7, 2, 3]","[25, 28, 20, 14, 27, 12, 15, 31, 28, 28, 24, 32, 9, 8, 7, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
348,jessica_walker1993@gmail.com,2.0,31.0,jessica_walker1993,"[23, 18, 32, 32, 22, 16, 14, 12, 36, 14, 25, 24, 18, 31, 2, 10, 10, 4]","[23, 18, 32, 32, 22, 16, 14, 12, 36, 14, 25, 24, 18, 31, 2, 10, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
349,amanda.williams56@icloud.com,3.0,68.0,amanda.williams56,"[14, 26, 14, 27, 17, 14, 11, 36, 22, 25, 25, 22, 14, 26, 32, 6, 7]","[14, 26, 14, 27, 17, 14, 11, 36, 22, 25, 25, 22, 14, 26, 32, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
350,Charity6@protonmail.com,0.0,-100.0,charity6,"[16, 21, 14, 31, 22, 33, 38, 7]","[16, 21, 14, 31, 22, 33, 38, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
351,Kiarra_Hand60@mail.com,3.0,64.0,kiarra_hand60,"[24, 22, 14, 31, 31, 14, 12, 21, 14, 27, 17, 7, 1]","[24, 22, 14, 31, 31, 14, 12, 21, 14, 27, 17, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
352,mark_1995johnson@outlook.com,1.0,29.0,mark_1995johnson,"[26, 14, 31, 24, 12, 2, 10, 10, 6, 23, 28, 21, 27, 32, 28, 27]","[26, 14, 31, 24, 12, 2, 10, 10, 6, 23, 28, 21, 27, 32, 28, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
353,elizabeth.thomas@outlook.com,0.0,-100.0,elizabeth.thomas,"[18, 25, 22, 39, 14, 15, 18, 33, 21, 11, 33, 21, 28, 26, 14, 32]","[18, 25, 22, 39, 14, 15, 18, 33, 21, 11, 33, 21, 28, 26, 14, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
354,james.jones@yahoo.com,0.0,-100.0,james.jones,"[23, 14, 26, 18, 32, 11, 23, 28, 27, 18, 32]","[23, 14, 26, 18, 32, 11, 23, 28, 27, 18, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
355,3356_johnson.jane@gmail.com,0.0,-100.0,3356_johnson.jane,"[4, 4, 6, 7, 12, 23, 28, 21, 27, 32, 28, 27, 11, 23, 14, 27, 18]","[4, 4, 6, 7, 12, 23, 28, 21, 27, 32, 28, 27, 11, 23, 14, 27, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
356,daniel2001_martin@icloud.com,1.0,23.0,daniel2001_martin,"[17, 14, 27, 22, 18, 25, 3, 1, 1, 2, 12, 26, 14, 31, 33, 22, 27]","[17, 14, 27, 22, 18, 25, 3, 1, 1, 2, 12, 26, 14, 31, 33, 22, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
357,emma.king@icloud.com,0.0,-100.0,emma.king,"[18, 26, 26, 14, 11, 24, 22, 27, 20]","[18, 26, 26, 14, 11, 24, 22, 27, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
358,Demario_Fisher47@mail.com,3.0,77.0,demario_fisher47,"[17, 18, 26, 14, 31, 22, 28, 12, 19, 22, 32, 21, 18, 31, 5, 8]","[17, 18, 26, 14, 31, 22, 28, 12, 19, 22, 32, 21, 18, 31, 5, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
359,rebecca.moore@icloud.com,0.0,-100.0,rebecca.moore,"[31, 18, 15, 18, 16, 16, 14, 11, 26, 28, 28, 31, 18]","[31, 18, 15, 18, 16, 16, 14, 11, 26, 28, 28, 31, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
360,Aglae64@protonmail.com,3.0,60.0,aglae64,"[14, 20, 25, 14, 18, 7, 5]","[14, 20, 25, 14, 18, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
361,stephen.morris@yahoo.com,0.0,-100.0,stephen.morris,"[32, 33, 18, 29, 21, 18, 27, 11, 26, 28, 31, 31, 22, 32]","[32, 33, 18, 29, 21, 18, 27, 11, 26, 28, 31, 31, 22, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
362,Etha_Simonis@gmail.com,0.0,-100.0,etha_simonis,"[18, 33, 21, 14, 12, 32, 22, 26, 28, 27, 22, 32]","[18, 33, 21, 14, 12, 32, 22, 26, 28, 27, 22, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
363,logan.brooks12@gmail.com,1.0,12.0,logan.brooks12,"[25, 28, 20, 14, 27, 11, 15, 31, 28, 28, 24, 32, 2, 3]","[25, 28, 20, 14, 27, 11, 15, 31, 28, 28, 24, 32, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
364,Heber_Brakus50@tutanota.com,3.0,74.0,heber_brakus50,"[21, 18, 15, 18, 31, 12, 15, 31, 14, 24, 34, 32, 6, 1]","[21, 18, 15, 18, 31, 12, 15, 31, 14, 24, 34, 32, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
365,mary.cook@outlook.com,0.0,-100.0,mary.cook,"[26, 14, 31, 38, 11, 16, 28, 28, 24]","[26, 14, 31, 38, 11, 16, 28, 28, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
366,lily.green2000@hotmail.com,1.0,24.0,lily.green2000,"[25, 22, 25, 38, 11, 20, 31, 18, 18, 27, 3, 1, 1, 1]","[25, 22, 25, 38, 11, 20, 31, 18, 18, 27, 3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
367,sam.kelly7765@aol.com,0.0,-100.0,sam.kelly7765,"[32, 14, 26, 11, 24, 18, 25, 25, 38, 8, 8, 7, 6]","[32, 14, 26, 11, 24, 18, 25, 25, 38, 8, 8, 7, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
368,dylan49_shine@gmail.com,3.0,75.0,dylan49_shine,"[17, 38, 25, 14, 27, 5, 10, 12, 32, 21, 22, 27, 18]","[17, 38, 25, 14, 27, 5, 10, 12, 32, 21, 22, 27, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
369,Birdie_Kuvalis89@outlook.com,2.0,35.0,birdie_kuvalis89,"[15, 22, 31, 17, 22, 18, 12, 24, 34, 35, 14, 25, 22, 32, 9, 10]","[15, 22, 31, 17, 22, 18, 12, 24, 34, 35, 14, 25, 22, 32, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
370,mason.watson04@hotmail.com,1.0,20.0,mason.watson04,"[26, 14, 32, 28, 27, 11, 36, 14, 33, 32, 28, 27, 1, 5]","[26, 14, 32, 28, 27, 11, 36, 14, 33, 32, 28, 27, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
371,hailey.price39@protonmail.com,3.0,85.0,hailey.price39,"[21, 14, 22, 25, 18, 38, 11, 29, 31, 22, 16, 18, 4, 10]","[21, 14, 22, 25, 18, 38, 11, 29, 31, 22, 16, 18, 4, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
372,sophia.brown@hotmail.com,0.0,-100.0,sophia.brown,"[32, 28, 29, 21, 22, 14, 11, 15, 31, 28, 36, 27]","[32, 28, 29, 21, 22, 14, 11, 15, 31, 28, 36, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
373,2001_johnson.jane@gmail.com,1.0,23.0,2001_johnson.jane,"[3, 1, 1, 2, 12, 23, 28, 21, 27, 32, 28, 27, 11, 23, 14, 27, 18]","[3, 1, 1, 2, 12, 23, 28, 21, 27, 32, 28, 27, 11, 23, 14, 27, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
374,Blanche.Predovic@yahoo.com,0.0,-100.0,blanche.predovic,"[15, 25, 14, 27, 16, 21, 18, 11, 29, 31, 18, 17, 28, 35, 22, 16]","[15, 25, 14, 27, 16, 21, 18, 11, 29, 31, 18, 17, 28, 35, 22, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
375,Loyal_Kuhic@gmail.com,0.0,-100.0,loyal_kuhic,"[25, 28, 38, 14, 25, 12, 24, 34, 21, 22, 16]","[25, 28, 38, 14, 25, 12, 24, 34, 21, 22, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
376,jane_doe1989@gmail.com,2.0,35.0,jane_doe1989,"[23, 14, 27, 18, 12, 17, 28, 18, 2, 10, 9, 10]","[23, 14, 27, 18, 12, 17, 28, 18, 2, 10, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
377,kevin.sanders89@gmail.com,2.0,35.0,kevin.sanders89,"[24, 18, 35, 22, 27, 11, 32, 14, 27, 17, 18, 31, 32, 9, 10]","[24, 18, 35, 22, 27, 11, 32, 14, 27, 17, 18, 31, 32, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
378,rachel5551_b@outlook.com,0.0,-100.0,rachel5551_b,"[31, 14, 16, 21, 18, 25, 6, 6, 6, 2, 12, 15]","[31, 14, 16, 21, 18, 25, 6, 6, 6, 2, 12, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
379,henry.wright@protonmail.com,0.0,-100.0,henry.wright,"[21, 18, 27, 31, 38, 11, 36, 31, 22, 20, 21, 33]","[21, 18, 27, 31, 38, 11, 36, 31, 22, 20, 21, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
380,michael.cook@hotmail.com,0.0,-100.0,michael.cook,"[26, 22, 16, 21, 14, 18, 25, 11, 16, 28, 28, 24]","[26, 22, 16, 21, 14, 18, 25, 11, 16, 28, 28, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
381,Estelle80@yahoo.com,2.0,44.0,estelle80,"[18, 32, 33, 18, 25, 25, 18, 9, 1]","[18, 32, 33, 18, 25, 25, 18, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
382,laura.walker@protonmail.com,0.0,-100.0,laura.walker,"[25, 14, 34, 31, 14, 11, 36, 14, 25, 24, 18, 31]","[25, 14, 34, 31, 14, 11, 36, 14, 25, 24, 18, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
383,emma_clark1234@icloud.com,0.0,-100.0,emma_clark1234,"[18, 26, 26, 14, 12, 16, 25, 14, 31, 24, 2, 3, 4, 5]","[18, 26, 26, 14, 12, 16, 25, 14, 31, 24, 2, 3, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
384,mason_hayes2000@gmail.com,1.0,24.0,mason_hayes2000,"[26, 14, 32, 28, 27, 12, 21, 14, 38, 18, 32, 3, 1, 1, 1]","[26, 14, 32, 28, 27, 12, 21, 14, 38, 18, 32, 3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
385,joshua1981_ward@gmail.com,2.0,43.0,joshua1981_ward,"[23, 28, 32, 21, 34, 14, 2, 10, 9, 2, 12, 36, 14, 31, 17]","[23, 28, 32, 21, 34, 14, 2, 10, 9, 2, 12, 36, 14, 31, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
386,Macey29@gmail.com,3.0,95.0,macey29,"[26, 14, 16, 18, 38, 3, 10]","[26, 14, 16, 18, 38, 3, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
387,Faye_Carter81@icloud.com,2.0,43.0,faye_carter81,"[19, 14, 38, 18, 12, 16, 14, 31, 33, 18, 31, 9, 2]","[19, 14, 38, 18, 12, 16, 14, 31, 33, 18, 31, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
388,Maxime.Brown93@mail.com,2.0,31.0,maxime.brown93,"[26, 14, 37, 22, 26, 18, 11, 15, 31, 28, 36, 27, 10, 4]","[26, 14, 37, 22, 26, 18, 11, 15, 31, 28, 36, 27, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
389,nathan_roberts1991@gmail.com,2.0,33.0,nathan_roberts1991,"[27, 14, 33, 21, 14, 27, 12, 31, 28, 15, 18, 31, 33, 32, 2, 10, 10, 2]","[27, 14, 33, 21, 14, 27, 12, 31, 28, 15, 18, 31, 33, 32, 2, 10, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
390,laura_taylor1995@gmail.com,1.0,29.0,laura_taylor1995,"[25, 14, 34, 31, 14, 12, 33, 14, 38, 25, 28, 31, 2, 10, 10, 6]","[25, 14, 34, 31, 14, 12, 33, 14, 38, 25, 28, 31, 2, 10, 10, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
391,chris_harris2002@gmail.com,1.0,22.0,chris_harris2002,"[16, 21, 31, 22, 32, 12, 21, 14, 31, 31, 22, 32, 3, 1, 1, 3]","[16, 21, 31, 22, 32, 12, 21, 14, 31, 31, 22, 32, 3, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
392,kevin_sanders1989@gmail.com,2.0,35.0,kevin_sanders1989,"[24, 18, 35, 22, 27, 12, 32, 14, 27, 17, 18, 31, 32, 2, 10, 9, 10]","[24, 18, 35, 22, 27, 12, 32, 14, 27, 17, 18, 31, 32, 2, 10, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
393,Gerry.Fisher@protonmail.com,0.0,-100.0,gerry.fisher,"[20, 18, 31, 31, 38, 11, 19, 22, 32, 21, 18, 31]","[20, 18, 31, 31, 38, 11, 19, 22, 32, 21, 18, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
394,aiden_miller8974@gmail.com,0.0,-100.0,aiden_miller8974,"[14, 22, 17, 18, 27, 12, 26, 22, 25, 25, 18, 31, 9, 10, 8, 5]","[14, 22, 17, 18, 27, 12, 26, 22, 25, 25, 18, 31, 9, 10, 8, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
395,daniel97_flare@outlook.com,2.0,27.0,daniel97_flare,"[17, 14, 27, 22, 18, 25, 10, 8, 12, 19, 25, 14, 31, 18]","[17, 14, 27, 22, 18, 25, 10, 8, 12, 19, 25, 14, 31, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
396,katherine.hill@outlook.com,0.0,-100.0,katherine.hill,"[24, 14, 33, 21, 18, 31, 22, 27, 18, 11, 21, 22, 25, 25]","[24, 14, 33, 21, 18, 31, 22, 27, 18, 11, 21, 22, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
397,william.miller@icloud.com,0.0,-100.0,william.miller,"[36, 22, 25, 25, 22, 14, 26, 11, 26, 22, 25, 25, 18, 31]","[36, 22, 25, 25, 22, 14, 26, 11, 26, 22, 25, 25, 18, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
398,Gregorio.Gusikowski@gmail.com,0.0,-100.0,gregorio.gusikowski,"[20, 31, 18, 20, 28, 31, 22, 28, 11, 20, 34, 32, 22, 24, 28, 36, 32, 24, 22]","[20, 31, 18, 20, 28, 31, 22, 28, 11, 20, 34, 32, 22, 24, 28, 36, 32, 24, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
399,David.Brakus7@mail.com,0.0,-100.0,david.brakus7,"[17, 14, 35, 22, 17, 11, 15, 31, 14, 24, 34, 32, 8]","[17, 14, 35, 22, 17, 11, 15, 31, 14, 24, 34, 32, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
400,andrew_baker1996@gmail.com,1.0,28.0,andrew_baker1996,"[14, 27, 17, 31, 18, 36, 12, 15, 14, 24, 18, 31, 2, 10, 10, 7]","[14, 27, 17, 31, 18, 36, 12, 15, 14, 24, 18, 31, 2, 10, 10, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
